🕘️更新时间,#genre#
CCTV-11,http://39.164.180.36:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,https://piccpndali.v.myalicdn.com/audio/cctv12_2.m3u8
CCTV-12,http://tvbox6.icu/tv/migu.php?id=cctv12
CCTV-12,http://8.138.7.223/tv/dl/douyincdn.php?id=12
CCTV-12,http://39.164.180.36:19901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,http://59.39.89.130:60901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,https://piccpndali.v.myalicdn.com/audio/cctv13_2.m3u8
CCTV-13,http://tvbox6.icu/tv/migu.php?id=cctv13
CCTV-13,http://8.138.7.223/tv/dl/douyincdn.php?id=13
CCTV-13,http://39.164.180.36:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8
CCTV-14,http://tvbox6.icu/tv/migu.php?id=cctv14
CCTV-14,http://8.138.7.223/tv/dl/douyincdn.php?id=14
CCTV-14,http://39.164.180.36:19901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,https://piccpndali.v.myalicdn.com/audio/cctv15_2.m3u8
CCTV-15,http://tvbox6.icu/tv/migu.php?id=cctv15
CCTV-15,http://8.138.7.223/tv/dl/douyincdn.php?id=15
CCTV-16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8
CCTV-16,http://8.138.7.223/tv/mgitv.php?id=78
CCTV-16,http://home.yulei.online:9999/rtp/226.0.2.169:9264
CCTV-17,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
CCTV-17,http://tvbox6.icu/tv/migu.php?id=cctv17
CCTV-17,http://8.138.7.223/tv/dl/douyincdn.php?id=16
CETV1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
CETV2,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8
CETV4,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
CETV4,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8

💰央视付费频道,#genre#
风云音乐,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源
风云音乐,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源

📡卫视频道,#genre#
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
广东卫视,http://8.138.7.223/tv/dl/careryun.php?id=27
广东卫视,http://39.164.180.36:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0#rtsp://116.176.26.18/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#mitv://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a$订阅源
浙江卫视,http://satellitepull.cnr.cn/live/wxzjws/playlist.m3u8
浙江卫视,http://aa3.kkwk111.top/zj.php?id=zjws
浙江卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=19
浙江卫视,http://39.164.180.36:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws
湖南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=18
湖南卫视,http://39.164.180.36:19901/tsfile/live/0128_2.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://59.39.89.130:60901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=17
北京卫视,http://39.164.180.36:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://59.39.89.130:60901/tsfile/live/0125_7.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://omnix.cn:4000/udp/225.1.8.21:8002
湖北卫视,http://satellitepull.cnr.cn/live/wx32hubws/playlist.m3u8
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
湖北卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=25
湖北卫视,http://39.164.180.36:19901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://59.39.89.130:60901/tsfile/live/0125_12.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
黑龙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
黑龙江卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=29
黑龙江卫视,http://39.164.180.36:19901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8
安徽卫视,http://8.138.7.223/tv/dl/careryun.php?id=26
安徽卫视,http://39.164.180.36:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://59.39.89.130:60901/tsfile/live/0125_6.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
重庆卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=28
重庆卫视,http://39.164.180.36:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://satellitepull.cnr.cn/live/wx32dfws/playlist.m3u8
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
东方卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=20
东方卫视,http://39.164.180.36:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://omnix.cn:4000/udp/225.1.8.45:8032
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://aa3.kkwk111.top/fj.php?id=5
东南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=22
东南卫视,http://39.164.180.36:19901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
甘肃卫视,http://8.138.7.223/tv/dl/careryun.php?id=45
甘肃卫视,http://39.164.180.36:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
广西卫视,http://8.138.7.223/tv/dl/careryun.php?id=40
广西卫视,http://39.164.180.36:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://satellitepull.cnr.cn/live/wx32gzws/playlist.m3u8
贵州卫视,https://piccpndali.v.myalicdn.com/audio/guizhou_2.m3u8
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
贵州卫视,http://8.138.7.223/tv/dl/careryun.php?id=39
贵州卫视,http://39.164.180.36:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws
海南卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=24
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
河北卫视,http://8.138.7.223/tv/dl/careryun.php?id=34
河北卫视,http://39.164.180.36:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
河南卫视,http://8.138.7.223/tv/dl/careryun.php?id=38
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws
吉林卫视,http://8.138.7.223/tv/dl/careryun.php?id=41
吉林卫视,http://39.164.180.36:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://59.39.89.130:60901/tsfile/live/0125_19.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://satellitepull.cnr.cn/live/wx32jsws/playlist.m3u8
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws
江苏卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=21
江苏卫视,http://39.164.180.36:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws
江西卫视,http://8.138.7.223/tv/dl/careryun.php?id=30
江西卫视,http://39.164.180.36:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://59.39.89.130:60901/tsfile/live/0125_10.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://satellitepull.cnr.cn/live/wxlnws/playlist.m3u8
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
辽宁卫视,http://8.138.7.223/tv/dl/careryun.php?id=36
辽宁卫视,http://39.164.180.36:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://59.39.89.130:60901/tsfile/live/0125_13.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws
内蒙古卫视,http://8.138.7.223/tv/nmgws.m3u8
内蒙古卫视,http://39.164.180.36:19901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://satellitepull.cnr.cn/live/wxnxws/playlist.m3u8
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws
宁夏卫视,http://39.164.180.36:19901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8
青海卫视,https://piccpndali.v.myalicdn.com/audio/qinghai_2.m3u8
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws
青海卫视,http://8.138.7.223/tv/dl/careryun.php?id=44
青海卫视,http://39.164.180.36:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws
山东卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=26
山东卫视,http://39.164.180.36:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8
山西卫视,http://39.164.180.36:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8
陕西卫视,http://39.164.180.36:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8
四川卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=27
四川卫视,http://39.164.180.36:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://59.39.89.130:60901/tsfile/live/0125_16.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://satellitepull.cnr.cn/live/wxszws/playlist.m3u8
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
深圳卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=23
深圳卫视,http://39.164.180.36:19901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=0&authid=0
三沙卫视,http://www.jiaocj.xyz:4000/udp/239.49.0.167:8000
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
天津卫视,http://satellitepull.cnr.cn/live/wxtjws/playlist.m3u8
天津卫视,http://8.138.7.223/tv/dl/careryun.php?id=43
天津卫视,http://39.164.180.36:19901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws
西藏卫视,http://www.lysvc.cc/daili/xztv.php?id=0
西藏卫视,http://59.39.89.130:60901/tsfile/live/0125_3.m3u8
新疆卫视,http://satellitepull.cnr.cn/live/wxxjws/playlist.m3u8
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws
新疆卫视,http://8.138.7.223/tv/dl/careryun.php?id=46
云南卫视,http://satellitepull.cnr.cn/live/wxynws/playlist.m3u8
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
云南卫视,http://39.164.180.36:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://59.39.89.130:60901/tsfile/live/0125_18.m3u8?key=txiptv&playlive=1&authid=0

☘️浙江频道,#genre#
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed$订阅源
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8\r\n$订阅源
浙江钱江,http://aa3.kkwk111.top/zj.php?id=zjqj
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed$订阅源
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$订阅源
浙江钱江台,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed$订阅源
浙江钱江台,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8\r\n$订阅源
浙江钱江台,http://aa3.kkwk111.top/zj.php?id=zjqj
浙江生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8\r\n$订阅源
浙江生活,https://satellitepull.cnr.cn/live/wxzjjjgb/playlist.m3u8
浙江生活,http://aa3.kkwk111.top/zj.php?id=zjjjsh
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江教育,http://ali-m-l.cztv.com/channels/lantian/channel04/720p.m3u8$订阅源
浙江教育,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?$订阅源
浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$订阅源
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$订阅源
浙江民生,http://aa3.kkwk111.top/zj.php?id=zjmsxx
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed$订阅源
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?$订阅源
浙江新闻,http://aa3.kkwk111.top/zj.php?id=zjxw
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=#migu5://611318244$订阅源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?#https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源
浙江少儿,http://aa3.kkwk111.top/zj.php?id=zjse
杭州青少,http://www.jeremyoto.com:82/rtp/233.50.201.177:5140
杭州导视,http://www.jeremyoto.com:82/rtp/233.50.201.182:5140
宁波TV1,http://www.jeremyoto.com:82/rtp/233.50.201.168:5140
宁波TV2,http://www.jeremyoto.com:82/rtp/233.50.201.178:5140
宁波TV3,http://www.jeremyoto.com:82/rtp/233.50.201.179:5140
宁波TV4,http://www.jeremyoto.com:82/rtp/233.50.201.180:5140
浙江教科,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$订阅源
浙江经济,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$订阅源
之江纪录,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$订阅源
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$订阅源
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed$订阅源
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$订阅源
浙江国际,http://aa3.kkwk111.top/zj.php?id=zjgj
嘉兴新闻综合,https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8
嘉兴新闻综合,https://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8
嘉兴新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
嘉兴新闻综合,https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8&amp;quot;
嘉兴新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
嘉兴公共,http://play-sh13.quklive.com/live/1675149601192103.m3u8?auth_key=2028730429-9ab7f7f0267946e880ec46ce3d57ec9e-0-eb04d7f7e549054293604b04150cefa1$订阅源
嘉兴文化影视,http://play-sh13.quklive.com/live/1675149625220101.m3u8?auth_key=2028730374-3a60eb8e324f416aa3b26dda7679d920-0-22dc7efa8452d0b0665c15eeed83609d$订阅源
舟山新闻综合,http://play-sh13.quklive.com/live/1699001836208185.m3u8?auth_key=2027429324-c77bb6a7063c4cdea57f09ca22f9ef12-0-39c19a21f73b823db2150ea45b147eb2$订阅源
舟山公共,http://play-sh13.quklive.com/live/1699002430299200.m3u8?auth_key=2027429366-f4515e585a0347f780a01c73ae293945-0-b3699e931cf04290680745e989c63d86$订阅源
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/720p.m3u8$订阅源
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$订阅源
浙江留学,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8$订阅源
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$订阅源
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$订阅源
浙江民生休闲,https://satellitepull.cnr.cn/live/wxzjmsgb/playlist.m3u8
浙江数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed$订阅源
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8\r\n$订阅源
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed$订阅源
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8$订阅源
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8$订阅源
浙江公共新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8$订阅源
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8$订阅源
浙江休闲台,http://ali-m-l.cztv.com/channels/lantian/channel006/720p.m3u8$订阅源
龙游新闻综合,http://play-sh13.quklive.com/live/1703570877483349.m3u8?auth_key=2028414694-515206b2ec504fa3bc90bb1ec3b0c48e-0-eeeeb3d5a8f8e5415142bf430b916d79
青田电视台,http://play-sh13.quklive.com/live/1692755062081192.m3u8?auth_key=2028414252-b15176e05a684b589d12314dfabf6225-0-d175afe86fbea31e2eb167a6dd06cd4f
遂昌综合,http://play-sh13.quklive.com/live/1708426592499070.m3u8?auth_key=2028414342-e92bda8423ad478c987a8b7ae82abe0e-0-c616f7fabb9675e1ed1d84d9edae7e07
象山电视台新闻综合,http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39
象山新闻综合,http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39
舟山公共生活,http://play-sh13.quklive.com/live/1699002430299200.m3u8?auth_key=2027429366-f4515e585a0347f780a01c73ae293945-0-b3699e931cf04290680745e989c63d86$订阅源
洞头综合,http://play-sh13.quklive.com/live/1688012459764188.m3u8?auth_key=2028413596-fc5dc2320f7f48b98b2287e55a028b39-0-2d0ee22ce5009e44ff294c7ca34a6274
数码时代,http://ali-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed$订阅源
数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$订阅源
平湖新闻综合,http://play-sh13.quklive.com/live/1690167908295069.m3u8?auth_key=2027466211-f190eec410c24473825cbe1d8541e545-0-f21db57ae1b534802c1cf7be86cc3aef
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8$订阅源
中国蓝新闻,https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8?$订阅源

☘️上海频道,#genre#
上海第一财经,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8$订阅源
动漫秀场,http://tvbox6.icu/tv/gdmzyd.php?id=83
新闻综合,https://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8
新闻综合,https://cm-live.ntjoy.com/live/4f1.m3u8
